procurement_id,procurement_date,day_of_week,is_sunday_procurement,school_id,vendor_name,vendor_group,food_category,raw_grain_type,quantity_kg,total_cost_inr,cost_per_kg,payment_status
MDM002449,2025-05-02,Friday,0,SCH0300,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Lentils,22.1,1989.0,90.0,
MDM007893,2025-05-02,Friday,0,SCH0328,Goyal Enterprises,Goyal Group,Pulses / Dal,Dal,17.7,1593.0,90.0,PAID
MDM004746,2025-05-02,Friday,0,SCH0371,Singh Agro,Singh Group,Wheat,gehun,32.3,969.0,30.0,PENDING
MDM004978,2025-05-02,Friday,0,SCH0386,Singh Brothers,Singh Group,Rice,Chawal,36.6,1464.0,40.0,
MDM010086,2025-05-02,Friday,0,SCH0394,Goyal Enterprises,Goyal Group,Pulses / Dal,dal,,1737.0,,PAID
MDM006160,2025-05-02,Friday,0,SCH0397,S. Agro Works,Singh Group,Rice,RICE,11.1,444.0,40.0,
MDM004035,2025-05-02,Friday,0,SCH0399,Kumar General Store,Kumar Group,Mustard Oil,Cooking Oil,25.0,3000.0,120.0,DUE
MDM008457,2025-05-02,Friday,0,SCH0457,Goyal Enterprises,Goyal Group,Wheat,gehun,19.0,570.0,30.0,PENDING
MDM011803,2025-05-02,Friday,0,SCH0461,Goyal Enterprises,Goyal Group,Rice,Chawal,,1212.0,,DUE
MDM011565,2025-05-02,Friday,0,SCH0472,S. Agro Works,Singh Group,Mustard Oil,Cooking Oil,18.8,2256.0,120.0,PAID
MDM004429,2025-05-02,Friday,0,SCH0535,Kumar & Co.,Kumar Group,Wheat,gehun,38.3,1149.0,30.0,DUE
MDM002580,2025-05-02,Friday,0,SCH0544,Kumar & Co.,Kumar Group,Wheat,Wheat,11.2,,,PENDING
MDM000573,2025-05-02,Friday,0,SCH0560,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,58.3,6996.0,120.0,PENDING
MDM003258,2025-05-02,Friday,0,SCH0585,S. Agro Works,Singh Group,Rice,chawal,35.6,1424.0,40.0,DUE
MDM004826,2025-05-03,Saturday,0,SCH0006,Singh Agro,Singh Group,Wheat,Atta,31.6,948.0,30.0,
MDM006847,2025-05-03,Saturday,0,SCH0023,S. Agro Works,Singh Group,Wheat,Gehun,42.9,1287.0,30.0,PAID
MDM000248,2025-05-03,Saturday,0,SCH0032,Kumar & Co.,Kumar Group,Pulses / Dal,Pulses,32.6,2934.0,90.0,PENDING
MDM005735,2025-05-03,Saturday,0,SCH0063,Singh Agro,Singh Group,Pulses / Dal,dal,57.7,5193.0,90.0,DUE
MDM003030,2025-05-03,Saturday,0,SCH0072,Kumar & Co.,Kumar Group,Mustard Oil,Oil,51.9,6228.0,120.0,PAID
MDM011383,2025-05-03,Saturday,0,SCH0098,Kumar General Store,Kumar Group,Wheat,Gehun,27.0,810.0,30.0,PENDING
MDM001157,2025-05-03,Saturday,0,SCH0123,Sharma Traders,Sharma Group,Mustard Oil,Oil,42.8,5136.0,120.0,PAID
MDM006210,2025-05-03,Saturday,0,SCH0128,Kumar & Co.,Kumar Group,Pulses / Dal,Daal,17.6,1584.0,90.0,PAID
MDM007962,2025-05-03,Saturday,0,SCH0151,Sharma & Sons,Sharma Group,Mustard Oil,Oil,,3192.0,,PENDING
MDM010323,2025-05-03,Saturday,0,SCH0159,Singh Agro,Singh Group,Rice,Chawal,34.5,1380.0,40.0,PAID
MDM009914,2025-05-03,Saturday,0,SCH0161,Kumar Supplies,Kumar Supplies Group,Rice,Rice,57.2,2288.0,40.0,
MDM001846,2025-05-03,Saturday,0,SCH0167,Goyal Rice Mill,Goyal Group,Pulses / Dal,Pulses,49.7,4473.0,90.0,
MDM003549,2025-05-03,Saturday,0,SCH0197,Sharma Traders,Sharma Group,Wheat,Gehun,31.7,951.0,30.0,PENDING
MDM005744,2025-05-03,Saturday,0,SCH0250,Kumar General Store,Kumar Group,Wheat,Atta,40.5,1215.0,30.0,PENDING
MDM004949,2025-05-03,Saturday,0,SCH0263,Goyal Rice Mill,Goyal Group,Wheat,Wheat,31.9,957.0,30.0,DUE
MDM004932,2025-05-03,Saturday,0,SCH0339,Goyal Enterprises,Goyal Group,Rice,Chawal,40.1,1604.0,40.0,DUE
MDM007482,2025-05-03,Saturday,0,SCH0376,Goyal Enterprises,Goyal Group,Pulses / Dal,Daal,33.9,3051.0,90.0,
MDM001418,2025-05-03,Saturday,0,SCH0420,Kumar General Store,Kumar Group,Rice,Rice,22.2,888.0,40.0,PAID
MDM002858,2025-05-03,Saturday,0,SCH0515,Singh Agro,Singh Group,Pulses / Dal,Dal,51.3,4617.0,90.0,DUE
MDM003444,2025-05-03,Saturday,0,SCH0527,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Mustard Oil,28.8,3456.0,120.0,DUE
MDM005274,2025-05-03,Saturday,0,SCH0586,Kumar & Co.,Kumar Group,Pulses / Dal,dal,18.5,,,PAID
MDM003075,2025-05-03,Saturday,0,SCH0592,S. Agro Works,Singh Group,Rice,Chawal,27.4,1096.0,40.0,DUE
MDM002901,2025-05-04,Sunday,1,SCH0060,Goyal Rice Mill,Goyal Group,Wheat,Atta,,1677.0,,
MDM005024,2025-05-04,Sunday,1,SCH0074,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Mustard Oil,13.4,1608.0,120.0,PAID
MDM005839,2025-05-04,Sunday,1,SCH0088,Goyal Enterprises,Goyal Group,Mustard Oil,Oil,14.3,1716.0,120.0,PENDING
MDM003959,2025-05-04,Sunday,1,SCH0095,Singh Brothers,Singh Group,Mustard Oil,Sarson Tel,32.8,3936.0,120.0,PAID
MDM002093,2025-05-04,Sunday,1,SCH0144,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,23.2,2088.0,90.0,DUE
MDM003104,2025-05-04,Sunday,1,SCH0173,Sharma Traders,Sharma Group,Pulses / Dal,Daal,36.9,3321.0,90.0,PAID
MDM009642,2025-05-04,Sunday,1,SCH0203,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Sarson Tel,,1320.0,,PENDING
MDM009701,2025-05-04,Sunday,1,SCH0210,Sharma & Sons,Sharma Group,Rice,RICE,19.6,784.0,40.0,DUE
MDM000684,2025-05-04,Sunday,1,SCH0229,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,56.0,6720.0,120.0,PAID
MDM002443,2025-05-04,Sunday,1,SCH0251,S. Agro Works,Singh Group,Wheat,WHEAT,52.7,1581.0,30.0,PENDING
MDM011140,2025-05-04,Sunday,1,SCH0262,Goyal Rice Mill,Goyal Group,Wheat,Atta,,573.0,,PAID
MDM011203,2025-05-04,Sunday,1,SCH0286,Singh Agro,Singh Group,Wheat,Gehun,40.6,1218.0,30.0,PAID
MDM006158,2025-05-04,Sunday,1,SCH0306,Sharma Traders,Sharma Group,Wheat,Gehun,55.9,1677.0,30.0,PENDING
MDM011794,2025-05-04,Sunday,1,SCH0332,Kumar General Store,Kumar Group,Pulses / Dal,dal,,1971.0,,DUE
MDM002835,2025-05-04,Sunday,1,SCH0379,Kumar & Co.,Kumar Group,Pulses / Dal,Dal,,5364.0,,DUE
MDM001299,2025-05-04,Sunday,1,SCH0397,Goyal Rice Mill,Goyal Group,Mustard Oil,Sarson Tel,35.7,4284.0,120.0,PENDING
MDM004213,2025-05-04,Sunday,1,SCH0397,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,12.3,1107.0,90.0,PAID
MDM008952,2025-05-04,Sunday,1,SCH0410,Singh Brothers,Singh Group,Wheat,gehun,30.6,918.0,30.0,PAID
MDM007817,2025-05-04,Sunday,1,SCH0416,Goyal Enterprises,Goyal Group,Pulses / Dal,Pulses,18.4,1656.0,90.0,PAID
MDM011175,2025-05-04,Sunday,1,SCH0416,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,24.3,2187.0,90.0,DUE
MDM002781,2025-05-04,Sunday,1,SCH0422,Goyal Enterprises,Goyal Group,Mustard Oil,Sarson Tel,22.9,2748.0,120.0,PAID
MDM008612,2025-05-04,Sunday,1,SCH0441,Sharma Traders,Sharma Group,Pulses / Dal,Daal,,2295.0,,PENDING
MDM000730,2025-05-04,Sunday,1,SCH0443,Kumar General Store,Kumar Group,Pulses / Dal,Lentils,32.0,2880.0,90.0,PENDING
MDM008367,2025-05-04,Sunday,1,SCH0444,Kumar General Store,Kumar Group,Pulses / Dal,dal,52.0,4680.0,90.0,PAID
MDM000207,2025-05-04,Sunday,1,SCH0484,Goyal Enterprises,Goyal Group,Rice,chawal,10.9,436.0,40.0,PAID
MDM006504,2025-05-04,Sunday,1,SCH0533,S. Agro Works,Singh Group,Wheat,Gehun,32.8,984.0,30.0,PAID
MDM003485,2025-05-04,Sunday,1,SCH0533,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,46.5,5580.0,120.0,PENDING
MDM007013,2025-05-04,Sunday,1,SCH0563,S. Agro Works,Singh Group,Pulses / Dal,Daal,46.9,4221.0,90.0,PAID
MDM004263,2025-05-04,Sunday,1,SCH0582,Singh Agro,Singh Group,Wheat,WHEAT,30.0,900.0,30.0,PAID
MDM009274,2025-05-05,Monday,0,SCH0022,Singh Agro,Singh Group,Pulses / Dal,dal,28.5,2565.0,90.0,PAID
MDM008649,2025-05-05,Monday,0,SCH0031,Goyal Rice Mill,Goyal Group,Mustard Oil,Sarson Tel,44.6,5352.0,120.0,PAID
MDM005400,2025-05-05,Monday,0,SCH0041,Goyal Rice Mill,Goyal Group,Mustard Oil,Oil,54.0,,,DUE
MDM011748,2025-05-05,Monday,0,SCH0073,Singh Brothers,Singh Group,Rice,Rice,50.0,2000.0,40.0,PENDING
MDM005518,2025-05-05,Monday,0,SCH0076,Goyal Rice Mill,Goyal Group,Rice,RICE,37.0,1480.0,40.0,
MDM009109,2025-05-05,Monday,0,SCH0093,Kumar & Co.,Kumar Group,Rice,Chawal,43.8,1752.0,40.0,
MDM002977,2025-05-05,Monday,0,SCH0135,Goyal Rice Mill,Goyal Group,Pulses / Dal,Pulses,21.2,1908.0,90.0,PAID
MDM001884,2025-05-05,Monday,0,SCH0151,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Cooking Oil,10.8,1296.0,120.0,PAID
MDM011706,2025-05-05,Monday,0,SCH0156,Kumar General Store,Kumar Group,Pulses / Dal,dal,16.8,1512.0,90.0,PAID
MDM008059,2025-05-05,Monday,0,SCH0191,Sharma Traders,Sharma Group,Pulses / Dal,dal,15.2,1368.0,90.0,
MDM007472,2025-05-05,Monday,0,SCH0203,Sharma & Sons,Sharma Group,Pulses / Dal,Dal,28.9,2601.0,90.0,PENDING
MDM003719,2025-05-05,Monday,0,SCH0224,Sharma & Sons,Sharma Group,Rice,Chawal,26.4,1056.0,40.0,PENDING
MDM003652,2025-05-05,Monday,0,SCH0237,Goyal Rice Mill,Goyal Group,Rice,chawal,12.9,516.0,40.0,PAID
MDM011522,2025-05-05,Monday,0,SCH0267,Kumar General Store,Kumar Group,Wheat,gehun,,1086.0,,
MDM004625,2025-05-05,Monday,0,SCH0291,Goyal Rice Mill,Goyal Group,Pulses / Dal,Lentils,22.1,1989.0,90.0,PENDING
MDM000352,2025-05-05,Monday,0,SCH0329,Kumar & Co.,Kumar Group,Wheat,Wheat,10.6,318.0,30.0,PAID
MDM004719,2025-05-05,Monday,0,SCH0331,Singh Agro,Singh Group,Mustard Oil,Sarson Tel,49.8,5976.0,120.0,PAID
MDM010343,2025-05-05,Monday,0,SCH0332,Goyal Rice Mill,Goyal Group,Rice,Rice,34.9,1396.0,40.0,PAID
MDM002860,2025-05-05,Monday,0,SCH0373,Sharma & Sons,Sharma Group,Rice,chawal,46.0,1840.0,40.0,DUE
MDM001981,2025-05-05,Monday,0,SCH0374,Sharma Traders,Sharma Group,Rice,Rice,53.8,2152.0,40.0,PAID
MDM007636,2025-05-05,Monday,0,SCH0418,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Mustard Oil,59.9,7188.0,120.0,PENDING
MDM008518,2025-05-05,Monday,0,SCH0477,Goyal Rice Mill,Goyal Group,Rice,Rice,,2372.0,,PAID
MDM005180,2025-05-05,Monday,0,SCH0477,Sharma & Sons,Sharma Group,Mustard Oil,Cooking Oil,,6048.0,,PENDING
MDM005885,2025-05-05,Monday,0,SCH0478,Sharma & Sons,Sharma Group,Rice,Chawal,23.5,940.0,40.0,PENDING
MDM009617,2025-05-05,Monday,0,SCH0485,Kumar & Co.,Kumar Group,Mustard Oil,Sarson Tel,22.6,2712.0,120.0,
MDM011649,2025-05-05,Monday,0,SCH0485,Sharma & Sons,Sharma Group,Mustard Oil,Mustard Oil,49.0,5880.0,120.0,PENDING
MDM010289,2025-05-05,Monday,0,SCH0488,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,51.8,6216.0,120.0,PAID
MDM011833,2025-05-05,Monday,0,SCH0496,Goyal Enterprises,Goyal Group,Pulses / Dal,Lentils,,3762.0,,PAID
MDM000968,2025-05-05,Monday,0,SCH0500,Sharma & Sons,Sharma Group,Wheat,Wheat,58.7,1761.0,30.0,
MDM001218,2025-05-05,Monday,0,SCH0524,Sharma & Sons,Sharma Group,Wheat,gehun,32.6,978.0,30.0,PAID
MDM008714,2025-05-05,Monday,0,SCH0536,Singh Agro,Singh Group,Pulses / Dal,dal,26.3,2367.0,90.0,PAID
MDM007828,2025-05-05,Monday,0,SCH0589,Singh Brothers,Singh Group,Wheat,Gehun,,534.0,,PENDING
MDM002888,2025-05-05,Monday,0,SCH0596,S. Agro Works,Singh Group,Pulses / Dal,Pulses,18.0,1620.0,90.0,PENDING
MDM001679,2025-05-06,Tuesday,0,SCH0006,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Sarson Tel,57.7,6924.0,120.0,PAID
MDM002057,2025-05-06,Tuesday,0,SCH0007,Singh Brothers,Singh Group,Rice,chawal,55.8,2232.0,40.0,DUE
MDM007788,2025-05-06,Tuesday,0,SCH0018,Singh Agro,Singh Group,Mustard Oil,Oil,53.1,6372.0,120.0,PENDING
MDM005596,2025-05-06,Tuesday,0,SCH0020,S. Agro Works,Singh Group,Wheat,Wheat,18.3,549.0,30.0,PENDING
MDM008841,2025-05-06,Tuesday,0,SCH0029,S. Agro Works,Singh Group,Pulses / Dal,Dal,26.2,2358.0,90.0,PENDING
MDM006987,2025-05-06,Tuesday,0,SCH0036,S. Agro Works,Singh Group,Pulses / Dal,Daal,47.6,4284.0,90.0,DUE
MDM009772,2025-05-06,Tuesday,0,SCH0038,Sharma & Sons,Sharma Group,Wheat,Wheat,20.9,627.0,30.0,PAID
MDM004298,2025-05-06,Tuesday,0,SCH0064,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,19.1,2292.0,120.0,PAID
MDM008986,2025-05-06,Tuesday,0,SCH0087,Singh Brothers,Singh Group,Pulses / Dal,Daal,57.7,5193.0,90.0,DUE
MDM005685,2025-05-06,Tuesday,0,SCH0099,S. Agro Works,Singh Group,Wheat,WHEAT,59.0,1770.0,30.0,DUE
MDM011574,2025-05-06,Tuesday,0,SCH0102,Singh Agro,Singh Group,Mustard Oil,Oil,56.7,6804.0,120.0,DUE
MDM007519,2025-05-06,Tuesday,0,SCH0134,Kumar Supplies,Kumar Supplies Group,Wheat,Atta,,315.0,,
MDM005128,2025-05-06,Tuesday,0,SCH0136,Kumar Supplies,Kumar Supplies Group,Rice,RICE,41.9,1676.0,40.0,PAID
MDM010287,2025-05-06,Tuesday,0,SCH0145,Singh Brothers,Singh Group,Pulses / Dal,Lentils,31.0,2790.0,90.0,PENDING
MDM011602,2025-05-06,Tuesday,0,SCH0154,Goyal Rice Mill,Goyal Group,Rice,RICE,,1504.0,,PENDING
MDM005038,2025-05-06,Tuesday,0,SCH0154,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,17.3,1557.0,90.0,PENDING
MDM011057,2025-05-06,Tuesday,0,SCH0163,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,49.6,4464.0,90.0,PAID
MDM003644,2025-05-06,Tuesday,0,SCH0219,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,46.2,5544.0,120.0,PENDING
MDM005432,2025-05-06,Tuesday,0,SCH0244,Singh Brothers,Singh Group,Mustard Oil,Cooking Oil,41.9,5028.0,120.0,PAID
MDM011405,2025-05-06,Tuesday,0,SCH0264,Goyal Enterprises,Goyal Group,Pulses / Dal,Lentils,28.8,2592.0,90.0,PAID
MDM001508,2025-05-06,Tuesday,0,SCH0270,Goyal Enterprises,Goyal Group,Rice,Rice,53.2,2128.0,40.0,DUE
MDM002289,2025-05-06,Tuesday,0,SCH0293,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,48.7,5844.0,120.0,PAID
MDM000877,2025-05-06,Tuesday,0,SCH0321,Goyal Enterprises,Goyal Group,Pulses / Dal,Dal,42.0,3780.0,90.0,DUE
MDM009931,2025-05-06,Tuesday,0,SCH0332,Kumar & Co.,Kumar Group,Pulses / Dal,Daal,59.1,,,DUE
MDM001613,2025-05-06,Tuesday,0,SCH0340,Singh Brothers,Singh Group,Mustard Oil,Oil,,3792.0,,PENDING
MDM000712,2025-05-06,Tuesday,0,SCH0349,Goyal Rice Mill,Goyal Group,Rice,Rice,50.9,2036.0,40.0,PAID
MDM004793,2025-05-06,Tuesday,0,SCH0354,Kumar Supplies,Kumar Supplies Group,Wheat,Atta,53.0,1590.0,30.0,DUE
MDM003512,2025-05-06,Tuesday,0,SCH0366,Goyal Enterprises,Goyal Group,Mustard Oil,Sarson Tel,50.9,6108.0,120.0,PAID
MDM005665,2025-05-06,Tuesday,0,SCH0367,S. Agro Works,Singh Group,Mustard Oil,Cooking Oil,57.6,6912.0,120.0,PENDING
MDM003889,2025-05-06,Tuesday,0,SCH0370,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,56.0,5040.0,90.0,
MDM006948,2025-05-06,Tuesday,0,SCH0377,Sharma Traders,Sharma Group,Mustard Oil,Sarson Tel,46.5,5580.0,120.0,PENDING
MDM002118,2025-05-06,Tuesday,0,SCH0386,Goyal Rice Mill,Goyal Group,Pulses / Dal,Pulses,40.7,3663.0,90.0,PAID
MDM005775,2025-05-06,Tuesday,0,SCH0389,Singh Agro,Singh Group,Rice,chawal,34.8,1392.0,40.0,PENDING
MDM002372,2025-05-06,Tuesday,0,SCH0389,Sharma & Sons,Sharma Group,Pulses / Dal,dal,11.7,1053.0,90.0,
MDM009385,2025-05-06,Tuesday,0,SCH0489,Singh Brothers,Singh Group,Rice,Rice,,1556.0,,PAID
MDM011725,2025-05-06,Tuesday,0,SCH0489,Kumar & Co.,Kumar Group,Rice,chawal,29.1,1164.0,40.0,PENDING
MDM002511,2025-05-06,Tuesday,0,SCH0553,Sharma Traders,Sharma Group,Pulses / Dal,Dal,59.5,5355.0,90.0,
MDM008755,2025-05-06,Tuesday,0,SCH0586,Goyal Rice Mill,Goyal Group,Rice,Rice,31.7,1268.0,40.0,PAID
MDM003916,2025-05-07,Wednesday,0,SCH0003,Kumar General Store,Kumar Group,Mustard Oil,Mustard Oil,38.2,4584.0,120.0,
MDM009394,2025-05-07,Wednesday,0,SCH0013,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,17.8,1602.0,90.0,PAID
MDM005315,2025-05-07,Wednesday,0,SCH0015,Goyal Enterprises,Goyal Group,Pulses / Dal,Dal,,2763.0,,DUE
MDM010046,2025-05-07,Wednesday,0,SCH0027,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,47.5,5700.0,120.0,PAID
MDM001024,2025-05-07,Wednesday,0,SCH0032,Singh Brothers,Singh Group,Rice,Rice,43.6,1744.0,40.0,PENDING
MDM008144,2025-05-07,Wednesday,0,SCH0038,Kumar Supplies,Kumar Supplies Group,Wheat,Gehun,,519.0,,PAID
MDM009184,2025-05-07,Wednesday,0,SCH0050,Sharma Traders,Sharma Group,Wheat,Atta,,1389.0,,PAID
MDM005773,2025-05-07,Wednesday,0,SCH0067,Sharma Traders,Sharma Group,Mustard Oil,Sarson Tel,,1656.0,,DUE
MDM000098,2025-05-07,Wednesday,0,SCH0105,Sharma Traders,Sharma Group,Wheat,Gehun,23.9,717.0,30.0,DUE
MDM008296,2025-05-07,Wednesday,0,SCH0114,Singh Agro,Singh Group,Pulses / Dal,Daal,30.6,2754.0,90.0,PAID
MDM002078,2025-05-07,Wednesday,0,SCH0121,Singh Agro,Singh Group,Pulses / Dal,Pulses,47.5,4275.0,90.0,PAID
MDM000778,2025-05-07,Wednesday,0,SCH0128,Kumar General Store,Kumar Group,Pulses / Dal,Daal,53.6,,,
MDM007804,2025-05-07,Wednesday,0,SCH0135,Singh Brothers,Singh Group,Wheat,WHEAT,49.2,1476.0,30.0,PAID
MDM009716,2025-05-07,Wednesday,0,SCH0136,Sharma Traders,Sharma Group,Rice,Chawal,53.3,2132.0,40.0,PENDING
MDM003741,2025-05-07,Wednesday,0,SCH0217,Sharma Traders,Sharma Group,Mustard Oil,Sarson Tel,56.9,6828.0,120.0,PAID
MDM006893,2025-05-07,Wednesday,0,SCH0256,Sharma Traders,Sharma Group,Wheat,WHEAT,40.0,1200.0,30.0,
MDM007151,2025-05-07,Wednesday,0,SCH0263,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,,6372.0,,
MDM001091,2025-05-07,Wednesday,0,SCH0280,Sharma & Sons,Sharma Group,Mustard Oil,Oil,24.7,2964.0,120.0,PENDING
MDM006006,2025-05-07,Wednesday,0,SCH0280,Sharma Traders,Sharma Group,Rice,chawal,,624.0,,DUE
MDM008166,2025-05-07,Wednesday,0,SCH0285,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,14.4,1728.0,120.0,DUE
MDM002283,2025-05-07,Wednesday,0,SCH0297,Kumar Supplies,Kumar Supplies Group,Wheat,Gehun,29.9,897.0,30.0,PENDING
MDM005134,2025-05-07,Wednesday,0,SCH0300,Kumar General Store,Kumar Group,Mustard Oil,Cooking Oil,18.2,2184.0,120.0,PAID
MDM004620,2025-05-07,Wednesday,0,SCH0321,Goyal Rice Mill,Goyal Group,Wheat,Atta,23.3,699.0,30.0,PENDING
MDM010358,2025-05-07,Wednesday,0,SCH0333,Sharma & Sons,Sharma Group,Rice,RICE,42.6,1704.0,40.0,DUE
MDM011783,2025-05-07,Wednesday,0,SCH0397,Kumar General Store,Kumar Group,Rice,Rice,30.0,1200.0,40.0,DUE
MDM008039,2025-05-07,Wednesday,0,SCH0412,Sharma Traders,Sharma Group,Pulses / Dal,dal,10.1,909.0,90.0,PENDING
MDM008152,2025-05-07,Wednesday,0,SCH0423,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,56.8,6816.0,120.0,PAID
MDM004970,2025-05-07,Wednesday,0,SCH0515,Singh Brothers,Singh Group,Wheat,gehun,53.8,1614.0,30.0,PAID
MDM010776,2025-05-07,Wednesday,0,SCH0522,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,51.4,6168.0,120.0,PAID
MDM000150,2025-05-07,Wednesday,0,SCH0535,S. Agro Works,Singh Group,Pulses / Dal,Dal,24.9,2241.0,90.0,PENDING
MDM006508,2025-05-07,Wednesday,0,SCH0541,Singh Brothers,Singh Group,Rice,chawal,52.9,2116.0,40.0,PAID
MDM004958,2025-05-07,Wednesday,0,SCH0565,S. Agro Works,Singh Group,Pulses / Dal,Dal,33.9,3051.0,90.0,PENDING
MDM007911,2025-05-07,Wednesday,0,SCH0575,Sharma & Sons,Sharma Group,Wheat,Wheat,30.6,918.0,30.0,PAID
MDM006187,2025-05-08,Thursday,0,SCH0005,S. Agro Works,Singh Group,Mustard Oil,Cooking Oil,35.2,4224.0,120.0,PAID
MDM006821,2025-05-08,Thursday,0,SCH0113,Sharma Traders,Sharma Group,Rice,RICE,56.4,2256.0,40.0,PENDING
MDM011173,2025-05-08,Thursday,0,SCH0138,Sharma & Sons,Sharma Group,Pulses / Dal,Lentils,52.0,4680.0,90.0,PENDING
MDM002375,2025-05-08,Thursday,0,SCH0179,Singh Brothers,Singh Group,Rice,Rice,,1824.0,,PENDING
MDM000293,2025-05-08,Thursday,0,SCH0226,Kumar General Store,Kumar Group,Wheat,gehun,50.3,1509.0,30.0,PAID
MDM007729,2025-05-08,Thursday,0,SCH0273,Sharma Traders,Sharma Group,Wheat,gehun,35.0,1050.0,30.0,DUE
MDM002867,2025-05-08,Thursday,0,SCH0324,Kumar & Co.,Kumar Group,Mustard Oil,Mustard Oil,54.5,6540.0,120.0,PENDING
MDM005377,2025-05-08,Thursday,0,SCH0339,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,34.7,4164.0,120.0,PENDING
MDM002668,2025-05-08,Thursday,0,SCH0345,Kumar General Store,Kumar Group,Wheat,Wheat,,1296.0,,PENDING
MDM010738,2025-05-08,Thursday,0,SCH0368,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,59.8,5382.0,90.0,PAID
MDM008154,2025-05-08,Thursday,0,SCH0412,Sharma & Sons,Sharma Group,Rice,RICE,40.5,1620.0,40.0,PENDING
MDM000132,2025-05-08,Thursday,0,SCH0452,Goyal Enterprises,Goyal Group,Rice,RICE,31.4,1256.0,40.0,DUE
MDM004362,2025-05-08,Thursday,0,SCH0488,Kumar General Store,Kumar Group,Wheat,Wheat,43.4,1302.0,30.0,
MDM000777,2025-05-08,Thursday,0,SCH0493,Goyal Rice Mill,Goyal Group,Wheat,Wheat,,1752.0,,PAID
MDM006710,2025-05-08,Thursday,0,SCH0520,Singh Brothers,Singh Group,Mustard Oil,Mustard Oil,25.9,3108.0,120.0,
MDM004185,2025-05-08,Thursday,0,SCH0542,Sharma & Sons,Sharma Group,Pulses / Dal,Daal,47.6,4284.0,90.0,PENDING
MDM008423,2025-05-08,Thursday,0,SCH0546,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Daal,25.1,2259.0,90.0,DUE
MDM008395,2025-05-08,Thursday,0,SCH0549,Kumar & Co.,Kumar Group,Rice,chawal,42.8,1712.0,40.0,PENDING
MDM008050,2025-05-08,Thursday,0,SCH0572,Kumar General Store,Kumar Group,Wheat,WHEAT,55.3,1659.0,30.0,PENDING
MDM006770,2025-05-08,Thursday,0,SCH0578,Sharma Traders,Sharma Group,Rice,chawal,53.5,2140.0,40.0,
MDM003495,2025-05-08,Thursday,0,SCH0583,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,51.2,6144.0,120.0,PAID
MDM004428,2025-05-09,Friday,0,SCH0041,Sharma Traders,Sharma Group,Rice,Chawal,49.8,1992.0,40.0,PAID
MDM002588,2025-05-09,Friday,0,SCH0042,Kumar General Store,Kumar Group,Mustard Oil,Oil,38.1,4572.0,120.0,PAID
MDM002775,2025-05-09,Friday,0,SCH0096,Kumar Supplies,Kumar Supplies Group,Wheat,Gehun,36.9,1107.0,30.0,
MDM001301,2025-05-09,Friday,0,SCH0129,Sharma Traders,Sharma Group,Pulses / Dal,Daal,29.8,2682.0,90.0,
MDM003216,2025-05-09,Friday,0,SCH0132,Singh Brothers,Singh Group,Rice,chawal,52.9,2116.0,40.0,PAID
MDM006934,2025-05-09,Friday,0,SCH0139,Sharma Traders,Sharma Group,Wheat,Gehun,43.9,1317.0,30.0,PENDING
MDM002336,2025-05-09,Friday,0,SCH0142,Sharma & Sons,Sharma Group,Mustard Oil,Oil,40.2,4824.0,120.0,PAID
MDM005206,2025-05-09,Friday,0,SCH0157,Kumar & Co.,Kumar Group,Mustard Oil,Sarson Tel,34.4,4128.0,120.0,PENDING
MDM010325,2025-05-09,Friday,0,SCH0166,Singh Brothers,Singh Group,Wheat,Atta,37.2,1116.0,30.0,PENDING
MDM006940,2025-05-09,Friday,0,SCH0169,Singh Agro,Singh Group,Pulses / Dal,dal,51.9,4671.0,90.0,DUE
